index,value
0,83.68327243794364
1,0.0
2,221.67256199738455
3,-15.95458780176869
4,0.003708453590272911
5,0.15536147222664265
6,0.01654906000193559
7,0.6379956048024442
8,8.915677771763841
9,92.67456197612319
10,36.62883803945472
11,1460.9859134791882
